Country,Region,Income group,Code,Selected,Value,Translation Reviewers
Malta,East Asia & Pacific,High income,MNP,,134,0
Homem (Ilha de),Sub-Saharan Africa,Low income,MOZ,,135,0
Ilhas Marshall,Sub-Saharan Africa,Lower middle income,MRT,,136,0
Martinica,Sub-Saharan Africa,Upper middle income,MUS,,137,0
Mauritânia,Sub-Saharan Africa,Low income,MWI,,138,0
Maurício,East Asia & Pacific,Upper middle income,MYS,,139,0
Maiote,Sub-Saharan Africa,Upper middle income,NAM,,140,0
México,East Asia & Pacific,High income,NCL,,141,0
Micronésia,Sub-Saharan Africa,Low income,NER,,142,0
Moldávia,Sub-Saharan Africa,Lower middle income,NGA,,143,0
Mônaco,Latin America & Caribbean,Lower middle income,NIC,,144,0
Mongólia,Europe & Central Asia,High income,NLD,,145,0
Montenegro,Europe & Central Asia,High income,NOR,,146,0
Montserrate,South Asia,Lower middle income,NPL,,147,0
Marrocos,East Asia & Pacific,High income,NRU,,148,0
Moçambique,East Asia & Pacific,High income,NZL,,149,0
Mianmar,Middle East & North Africa,High income,OMN,,150,0
Namíbia,South Asia,Lower middle income,PAK,,151,0
Nauru,Latin America & Caribbean,High income,PAN,,152,0
Nepal,Latin America & Caribbean,Upper middle income,PER,,153,0
Holanda,East Asia & Pacific,Lower middle income,PHL,,154,0
Nova Caledônia,East Asia & Pacific,Upper middle income,PLW,,155,0
Nova Zelândia,East Asia & Pacific,Lower middle income,PNG,,156,0
Nicarágua,Europe & Central Asia,High income,POL,,157,0
Níger,Latin America & Caribbean,High income,PRI,,158,0
Nigéria,East Asia & Pacific,Low income,PRK,,159,0
Niue,Europe & Central Asia,High income,PRT,,160,0
Ilha Norfolk,Latin America & Caribbean,Upper middle income,PRY,,161,0
Coréia do Norte,Middle East & North Africa,Upper middle income,PSE,,162,0
Macedônia do Norte,East Asia & Pacific,High income,PYF,,163,0
Ilhas Marianas do Norte,Middle East & North Africa,High income,QAT,,164,0
Noruega,Europe & Central Asia,High income,ROU,,165,0
Omã,Europe & Central Asia,Upper middle income,RUS,,166,0
Paquistão,Sub-Saharan Africa,Low income,RWA,,167,0
Palau,Middle East & North Africa,High income,SAU,,168,0
Território Palestino Ocupado,Sub-Saharan Africa,Low income,SDN,,169,0
Panamá,Sub-Saharan Africa,Lower middle income,SEN,,170,0
Papua Nova Guiné,East Asia & Pacific,High income,SGP,,171,0
Paraguai,East Asia & Pacific,Lower middle income,SLB,,172,0
Peru,Sub-Saharan Africa,Low income,SLE,,173,0
Filipinas,Latin America & Caribbean,Upper middle income,SLV,,174,0
Ilha Pitcairn,Europe & Central Asia,High income,SMR,,175,0
Polônia,Sub-Saharan Africa,Low income,SOM,,176,0
Portugal,Europe & Central Asia,Upper middle income,SRB,,177,0
Porto Rico,Sub-Saharan Africa,Low income,SSD,,178,0
Catar,Sub-Saharan Africa,Lower middle income,STP,,179,0
Reunião,Latin America & Caribbean,Upper middle income,SUR,,180,0
Romênia,Europe & Central Asia,High income,SVK,,181,0
Rússia,Europe & Central Asia,High income,SVN,,182,0
Ruanda,Europe & Central Asia,High income,SWE,,183,0
Santa Helena,Sub-Saharan Africa,Lower middle income,SWZ,,184,0
São Cristóvão e Nevis,Latin America & Caribbean,High income,SXM,,185,0
Santa Lúcia,Sub-Saharan Africa,High income,SYC,,186,0
São Pedro e Miquelon,Middle East & North Africa,Low income,SYR,,187,0
São Vicente e Granadinas,Latin America & Caribbean,High income,TCA,,188,0
São Bartolomeu,Sub-Saharan Africa,Low income,TCD,,189,0
Saint-Martin (parte francesa),Sub-Saharan Africa,Low income,TGO,,190,0
Samoa,East Asia & Pacific,Upper middle income,THA,,191,0
São Marino,Europe & Central Asia,Lower middle income,TJK,,192,0
São Tomé e Príncipe,Europe & Central Asia,Upper middle income,TKM,,193,0
Arábia Saudita,East Asia & Pacific,Lower middle income,TLS,,194,0
Senegal,East Asia & Pacific,Upper middle income,TON,,195,0
Sérvia,Latin America & Caribbean,High income,TTO,,196,0
Seicheles,Middle East & North Africa,Lower middle income,TUN,,197,0
Serra Leoa,Europe & Central Asia,Upper middle income,TUR,,198,0
Cingapura,East Asia & Pacific,Upper middle income,TUV,,199,0
Sint Maarten (parte holandesa),East Asia & Pacific,High income,TWN,,200,0
Eslováquia,Sub-Saharan Africa,Lower middle income,TZA,,201,0
Eslovênia,Sub-Saharan Africa,Low income,UGA,,202,0
Ilhas Salomão,Europe & Central Asia,Lower middle income,UKR,,203,0
Somália,Latin America & Caribbean,High income,URY,,204,0
África do Sul,North America,High income,USA,,205,0
Geórgia do Sul,Europe & Central Asia,Lower middle income,UZB,,206,0
Coréia do Sul,Latin America & Caribbean,Upper middle income,VCT,,207,0
Sudão do Sul,Latin America & Caribbean,,VEN,,208,0
Espanha,Latin America & Caribbean,High income,VGB,,209,0
Sri Lanka,Latin America & Caribbean,High income,VIR,,210,0
Sudão,East Asia & Pacific,Lower middle income,VNM,,211,0
Suriname,East Asia & Pacific,Lower middle income,VUT,,212,0
Ilhas Svalbard e Jan Mayen,East Asia & Pacific,Lower middle income,WSM,,213,0
Suécia,Europe & Central Asia,Upper middle income,XKX,,214,0
Suíça,Middle East & North Africa,Low income,YEM,,215,0
Síria,Sub-Saharan Africa,Upper middle income,ZAF,,216,0
Taiwan,Sub-Saharan Africa,Lower middle income,ZMB,,217,0
Tadjiquistão,Sub-Saharan Africa,Lower middle income,ZWE,,218,0
