Country,Region,Income group,Code,Selected,Value,Translation Reviewers
Jamaïque,Latin America & Caribbean,Upper middle income,JAM,,98,0
Jordanie,Middle East & North Africa,Lower middle income,JOR,,100,0
Japon,East Asia & Pacific,High income,JPN,,101,0
Kazakhstan,Europe & Central Asia,Upper middle income,KAZ,,102,0
Kenya,Sub-Saharan Africa,Lower middle income,KEN,,103,0
République kirghize,Europe & Central Asia,Lower middle income,KGZ,,104,0
Cambodge,East Asia & Pacific,Lower middle income,KHM,,105,0
Kiribati,East Asia & Pacific,Lower middle income,KIR,,106,0
Saint-Kitts-et-Nevis,Latin America & Caribbean,High income,KNA,,107,0
"Corée, Rép.",East Asia & Pacific,High income,KOR,,108,0
Koweit,Middle East & North Africa,High income,KWT,,109,0
RDP lao,East Asia & Pacific,Lower middle income,LAO,,110,0
Liban,Middle East & North Africa,Lower middle income,LBN,,111,0
Libéria,Sub-Saharan Africa,Low income,LBR,,112,0
Libye,Middle East & North Africa,Upper middle income,LBY,,113,0
Sainte-Lucie,Latin America & Caribbean,Upper middle income,LCA,,114,0
Liechtenstein,Europe & Central Asia,High income,LIE,,115,0
Sri Lanka,South Asia,Lower middle income,LKA,,116,0
Lesotho,Sub-Saharan Africa,Lower middle income,LSO,,117,0
Lituanie,Europe & Central Asia,High income,LTU,,118,0
Luxembourg,Europe & Central Asia,High income,LUX,,119,0
Lettonie,Europe & Central Asia,High income,LVA,,120,0
"RAS de Macao, Chine",East Asia & Pacific,High income,MAC,,121,0
Saint-Martin (partie française),Latin America & Caribbean,High income,MAF,,122,0
Maroc,Middle East & North Africa,Lower middle income,MAR,,123,0
Monaco,Europe & Central Asia,High income,MCO,,124,0
Moldavie,Europe & Central Asia,Upper middle income,MDA,,125,0
Madagascar,Sub-Saharan Africa,Low income,MDG,,126,0
Maldives,South Asia,Upper middle income,MDV,,127,0
Mexique,Latin America & Caribbean,Upper middle income,MEX,,128,0
Îles Marshall,East Asia & Pacific,Upper middle income,MHL,,129,0
Macédoine du Nord,Europe & Central Asia,Upper middle income,MKD,,130,0
Mali,Sub-Saharan Africa,Low income,MLI,,131,0
Malte,Middle East & North Africa,High income,MLT,,132,0
Birmanie,East Asia & Pacific,Lower middle income,MMR,,133,0
Monténégro,Europe & Central Asia,Upper middle income,MNE,,134,0
Mongolie,East Asia & Pacific,Lower middle income,MNG,,135,0
Îles Mariannes du Nord,East Asia & Pacific,High income,MNP,,136,0
Mozambique,Sub-Saharan Africa,Low income,MOZ,,137,0
Mauritanie,Sub-Saharan Africa,Lower middle income,MRT,,138,0
Maurice,Sub-Saharan Africa,Upper middle income,MUS,,139,0
Malawi,Sub-Saharan Africa,Low income,MWI,,140,0
Malaisie,East Asia & Pacific,Upper middle income,MYS,,141,0
Namibie,Sub-Saharan Africa,Upper middle income,NAM,,142,0
Nouvelle-Calédonie,East Asia & Pacific,High income,NCL,,143,0
Niger,Sub-Saharan Africa,Low income,NER,,144,0
Nigeria,Sub-Saharan Africa,Lower middle income,NGA,,145,0
Nicaragua,Latin America & Caribbean,Lower middle income,NIC,,146,0
Pays-Bas,Europe & Central Asia,High income,NLD,,147,0
Norvège,Europe & Central Asia,High income,NOR,,148,0
Népal,South Asia,Lower middle income,NPL,,149,0
Nauru,East Asia & Pacific,High income,NRU,,150,0
Nouvelle-Zélande,East Asia & Pacific,High income,NZL,,151,0
Oman,Middle East & North Africa,High income,OMN,,152,0
Pakistan,South Asia,Lower middle income,PAK,,153,0
Panama,Latin America & Caribbean,High income,PAN,,154,0
Pérou,Latin America & Caribbean,Upper middle income,PER,,155,0
Philippines,East Asia & Pacific,Lower middle income,PHL,,156,0
Palaos,East Asia & Pacific,Upper middle income,PLW,,157,0
Papouasie-Nouvelle-Guinée,East Asia & Pacific,Lower middle income,PNG,,158,0
Pologne,Europe & Central Asia,High income,POL,,159,0
Porto Rico,Latin America & Caribbean,High income,PRI,,160,0
"Corée, Dém. Représentant du peuple.",East Asia & Pacific,Low income,PRK,,161,0
Portugal,Europe & Central Asia,High income,PRT,,162,0
Paraguay,Latin America & Caribbean,Upper middle income,PRY,,163,0
Cisjordanie et Gaza,Middle East & North Africa,Upper middle income,PSE,,164,0
Polynésie française,East Asia & Pacific,High income,PYF,,165,0
Qatar,Middle East & North Africa,High income,QAT,,166,0
Roumanie,Europe & Central Asia,High income,ROU,,167,0
Fédération de Russie,Europe & Central Asia,Upper middle income,RUS,,168,0
Rwanda,Sub-Saharan Africa,Low income,RWA,,169,0
Arabie Saoudite,Middle East & North Africa,High income,SAU,,170,0
Soudan,Sub-Saharan Africa,Low income,SDN,,171,0
Sénégal,Sub-Saharan Africa,Lower middle income,SEN,,172,0
Singapour,East Asia & Pacific,High income,SGP,,173,0
Îles Salomon,East Asia & Pacific,Lower middle income,SLB,,174,0
Sierra Leone,Sub-Saharan Africa,Low income,SLE,,175,0
Salvador,Latin America & Caribbean,Upper middle income,SLV,,176,0
Saint-Marin,Europe & Central Asia,High income,SMR,,177,0
Somalie,Sub-Saharan Africa,Low income,SOM,,178,0
Serbie,Europe & Central Asia,Upper middle income,SRB,,179,0
Soudan du Sud,Sub-Saharan Africa,Low income,SSD,,180,0
São Tomé et Príncipe,Sub-Saharan Africa,Lower middle income,STP,,181,0
Surinam,Latin America & Caribbean,Upper middle income,SUR,,182,0
République slovaque,Europe & Central Asia,High income,SVK,,183,0
Slovénie,Europe & Central Asia,High income,SVN,,184,0
Suède,Europe & Central Asia,High income,SWE,,185,0
Eswatini,Sub-Saharan Africa,Lower middle income,SWZ,,186,0
Sint Maarten (partie néerlandaise),Latin America & Caribbean,High income,SXM,,187,0
Seychelles,Sub-Saharan Africa,High income,SYC,,188,0
République arabe syrienne,Middle East & North Africa,Low income,SYR,,189,0
Îles Turques et Caïques,Latin America & Caribbean,High income,TCA,,190,0
Tchad,Sub-Saharan Africa,Low income,TCD,,191,0
Aller,Sub-Saharan Africa,Low income,TGO,,192,0
Thaïlande,East Asia & Pacific,Upper middle income,THA,,193,0
Tadjikistan,Europe & Central Asia,Lower middle income,TJK,,194,0
Turkménistan,Europe & Central Asia,Upper middle income,TKM,,195,0
Timor-Leste,East Asia & Pacific,Lower middle income,TLS,,196,0
Tonga,East Asia & Pacific,Upper middle income,TON,,197,0
Trinité-et-Tobago,Latin America & Caribbean,High income,TTO,,198,0
Tunisie,Middle East & North Africa,Lower middle income,TUN,,199,0
Turquie,Europe & Central Asia,Upper middle income,TUR,,200,0
Tuvalu,East Asia & Pacific,Upper middle income,TUV,,201,0
"Taïwan, Chine",East Asia & Pacific,High income,TWN,,202,0
Tanzanie,Sub-Saharan Africa,Lower middle income,TZA,,203,0
Ouganda,Sub-Saharan Africa,Low income,UGA,,204,0
Ukraine,Europe & Central Asia,Lower middle income,UKR,,205,0
Uruguay,Latin America & Caribbean,High income,URY,,206,0
États-Unis,North America,High income,USA,,207,0
Ouzbékistan,Europe & Central Asia,Lower middle income,UZB,,208,0
Saint-Vincent-et-les Grenadines,Latin America & Caribbean,Upper middle income,VCT,,209,0
"Venezuela, RB",Latin America & Caribbean,,VEN,,210,0
Îles Vierges britanniques,Latin America & Caribbean,High income,VGB,,211,0
Îles Vierges (États-Unis),Latin America & Caribbean,High income,VIR,,212,0
Viêt Nam,East Asia & Pacific,Lower middle income,VNM,,213,0
Vanuatu,East Asia & Pacific,Lower middle income,VUT,,214,0
Samoa,East Asia & Pacific,Lower middle income,WSM,,215,0
Kosovo,Europe & Central Asia,Upper middle income,XKX,,216,0
"Yémen, Rép.",Middle East & North Africa,Low income,YEM,,217,0
Afrique du Sud,Sub-Saharan Africa,Upper middle income,ZAF,,218,0
Zambie,Sub-Saharan Africa,Lower middle income,ZMB,,219,0
Zimbabwe,Sub-Saharan Africa,Lower middle income,ZWE,,220,0
