Country,Region,Income group,Code,Selected,Value,Translation Reviewers
Curaçao,Middle East & North Africa,Lower middle income,DZA,,56,0
Chypre,Latin America & Caribbean,Upper middle income,ECU,,57,0
République tchèque,Middle East & North Africa,Lower middle income,EGY,,58,0
République démocratique du Congo,Sub-Saharan Africa,Low income,ERI,,59,0
Danemark,Europe & Central Asia,High income,ESP,,60,0
Djibouti,Europe & Central Asia,High income,EST,,61,0
Dominique,Sub-Saharan Africa,Low income,ETH,,62,0
République dominicaine,Europe & Central Asia,High income,FIN,,63,0
Équateur,East Asia & Pacific,Upper middle income,FJI,,64,0
Egypte,Europe & Central Asia,High income,FRA,,65,0
Salvador,Europe & Central Asia,High income,FRO,,66,0
Guinée équatoriale,East Asia & Pacific,Lower middle income,FSM,,67,0
Érythrée,Sub-Saharan Africa,Upper middle income,GAB,,68,0
Estonie,Europe & Central Asia,High income,GBR,,69,0
Eswatini,Europe & Central Asia,Upper middle income,GEO,,70,0
Ethiopie,Sub-Saharan Africa,Lower middle income,GHA,,71,0
Îles Falkland,Europe & Central Asia,High income,GIB,,72,0
Îles Féroé,Sub-Saharan Africa,Lower middle income,GIN,,73,0
Îles Fidji,Sub-Saharan Africa,Low income,GMB,,74,0
Finlande,Sub-Saharan Africa,Low income,GNB,,75,0
France,Sub-Saharan Africa,Upper middle income,GNQ,,76,0
Guyane française,Europe & Central Asia,High income,GRC,,77,0
Polynésie française,Latin America & Caribbean,Upper middle income,GRD,,78,0
Terres australes françaises,Europe & Central Asia,High income,GRL,,79,0
Gabon,Latin America & Caribbean,Upper middle income,GTM,,80,0
Gambie La,East Asia & Pacific,High income,GUM,,81,0
Géorgie,Latin America & Caribbean,High income,GUY,,82,0
Allemagne,East Asia & Pacific,High income,HKG,,83,0
Ghana,Latin America & Caribbean,Lower middle income,HND,,84,0
Gibraltar,Europe & Central Asia,High income,HRV,,85,0
Grèce,Latin America & Caribbean,Lower middle income,HTI,,86,0
Groenland,Europe & Central Asia,High income,HUN,,87,0
Grenade,East Asia & Pacific,Upper middle income,IDN,,89,0
Guadeloupe,Europe & Central Asia,High income,IMN,,90,0
Guam,South Asia,Lower middle income,IND,,91,0
Guatemala,Europe & Central Asia,High income,IRL,,92,0
Guernesey et Aurigny,Middle East & North Africa,Lower middle income,IRN,,93,0
Guinée,Middle East & North Africa,Upper middle income,IRQ,,94,0
Guinée-Bissau,Europe & Central Asia,High income,ISL,,95,0
Guyane,Middle East & North Africa,High income,ISR,,96,0
Haïti,Europe & Central Asia,High income,ITA,,97,0
Île Heard et îles McDonald,Latin America & Caribbean,Upper middle income,JAM,,98,0
Honduras,Middle East & North Africa,Lower middle income,JOR,,100,0
Hong Kong RAS,East Asia & Pacific,High income,JPN,,101,0
Hongrie,Europe & Central Asia,Upper middle income,KAZ,,102,0
Islande,Sub-Saharan Africa,Lower middle income,KEN,,103,0
Inde,Europe & Central Asia,Lower middle income,KGZ,,104,0
Indonésie,East Asia & Pacific,Lower middle income,KHM,,105,0
L'Iran,East Asia & Pacific,Lower middle income,KIR,,106,0
Irak,Latin America & Caribbean,High income,KNA,,107,0
Irlande,East Asia & Pacific,High income,KOR,,108,0
Israël,Middle East & North Africa,High income,KWT,,109,0
Italie,East Asia & Pacific,Lower middle income,LAO,,110,0
Jamaïque,Middle East & North Africa,Lower middle income,LBN,,111,0
Japon,Sub-Saharan Africa,Low income,LBR,,112,0
Jersey,Middle East & North Africa,Upper middle income,LBY,,113,0
Jordanie,Latin America & Caribbean,Upper middle income,LCA,,114,0
Kazakhstan,Europe & Central Asia,High income,LIE,,115,0
Kenya,South Asia,Lower middle income,LKA,,116,0
Kiribati,Sub-Saharan Africa,Lower middle income,LSO,,117,0
Kosovo,Europe & Central Asia,High income,LTU,,118,0
Koweit,Europe & Central Asia,High income,LUX,,119,0
Kirghizistan,Europe & Central Asia,High income,LVA,,120,0
Laos,East Asia & Pacific,High income,MAC,,121,0
Lettonie,Latin America & Caribbean,High income,MAF,,122,0
Liban,Middle East & North Africa,Lower middle income,MAR,,123,0
Lesotho,Europe & Central Asia,High income,MCO,,124,0
Libéria,Europe & Central Asia,Upper middle income,MDA,,125,0
Libye,Sub-Saharan Africa,Low income,MDG,,126,0
Liechtenstein,South Asia,Upper middle income,MDV,,127,0
Lituanie,Latin America & Caribbean,Upper middle income,MEX,,128,0
Luxembourg,East Asia & Pacific,Upper middle income,MHL,,129,0
Macao RAS,Europe & Central Asia,Upper middle income,MKD,,130,0
Madagascar,Sub-Saharan Africa,Low income,MLI,,131,0
Malawi,Middle East & North Africa,High income,MLT,,132,0
Malaisie,East Asia & Pacific,Lower middle income,MMR,,133,0
Maldives,Europe & Central Asia,Upper middle income,MNE,,134,0
Mali,East Asia & Pacific,Lower middle income,MNG,,135,0
Malte,East Asia & Pacific,High income,MNP,,136,0
Homme (Île de),Sub-Saharan Africa,Low income,MOZ,,137,0
Îles Marshall,Sub-Saharan Africa,Lower middle income,MRT,,138,0
Martinique,Sub-Saharan Africa,Upper middle income,MUS,,139,0
Mauritanie,Sub-Saharan Africa,Low income,MWI,,140,0
Maurice,East Asia & Pacific,Upper middle income,MYS,,141,0
Mayotte,Sub-Saharan Africa,Upper middle income,NAM,,142,0
Mexique,East Asia & Pacific,High income,NCL,,143,0
Micronésie,Sub-Saharan Africa,Low income,NER,,144,0
Moldavie,Sub-Saharan Africa,Lower middle income,NGA,,145,0
Monaco,Latin America & Caribbean,Lower middle income,NIC,,146,0
Mongolie,Europe & Central Asia,High income,NLD,,147,0
Monténégro,Europe & Central Asia,High income,NOR,,148,0
Montserrat,South Asia,Lower middle income,NPL,,149,0
Maroc,East Asia & Pacific,High income,NRU,,150,0
Mozambique,East Asia & Pacific,High income,NZL,,151,0
Birmanie,Middle East & North Africa,High income,OMN,,152,0
Namibie,South Asia,Lower middle income,PAK,,153,0
Nauru,Latin America & Caribbean,High income,PAN,,154,0
Népal,Latin America & Caribbean,Upper middle income,PER,,155,0
Pays-Bas,East Asia & Pacific,Lower middle income,PHL,,156,0
Nouvelle-Calédonie,East Asia & Pacific,Upper middle income,PLW,,157,0
Nouvelle-Zélande,East Asia & Pacific,Lower middle income,PNG,,158,0
Nicaragua,Europe & Central Asia,High income,POL,,159,0
Niger,Latin America & Caribbean,High income,PRI,,160,0
Nigeria,East Asia & Pacific,Low income,PRK,,161,0
Nioué,Europe & Central Asia,High income,PRT,,162,0
Île Norfolk,Latin America & Caribbean,Upper middle income,PRY,,163,0
Corée du Nord,Middle East & North Africa,Upper middle income,PSE,,164,0
Macédoine du Nord,East Asia & Pacific,High income,PYF,,165,0
Îles Mariannes du Nord,Middle East & North Africa,High income,QAT,,166,0
Norvège,Europe & Central Asia,High income,ROU,,167,0
Oman,Europe & Central Asia,Upper middle income,RUS,,168,0
Pakistan,Sub-Saharan Africa,Low income,RWA,,169,0
Palaos,Middle East & North Africa,High income,SAU,,170,0
Territoire palestinien occupé,Sub-Saharan Africa,Low income,SDN,,171,0
Panama,Sub-Saharan Africa,Lower middle income,SEN,,172,0
Papouasie-Nouvelle-Guinée,East Asia & Pacific,High income,SGP,,173,0
Paraguay,East Asia & Pacific,Lower middle income,SLB,,174,0
Pérou,Sub-Saharan Africa,Low income,SLE,,175,0
Philippines,Latin America & Caribbean,Upper middle income,SLV,,176,0
Île Pitcairn,Europe & Central Asia,High income,SMR,,177,0
Pologne,Sub-Saharan Africa,Low income,SOM,,178,0
Portugal,Europe & Central Asia,Upper middle income,SRB,,179,0
Porto Rico,Sub-Saharan Africa,Low income,SSD,,180,0
Qatar,Sub-Saharan Africa,Lower middle income,STP,,181,0
Réunion,Latin America & Caribbean,Upper middle income,SUR,,182,0
Roumanie,Europe & Central Asia,High income,SVK,,183,0
Russie,Europe & Central Asia,High income,SVN,,184,0
Rwanda,Europe & Central Asia,High income,SWE,,185,0
Sainte-Hélène,Sub-Saharan Africa,Lower middle income,SWZ,,186,0
Saint-Kitts-et-Nevis,Latin America & Caribbean,High income,SXM,,187,0
Sainte-Lucie,Sub-Saharan Africa,High income,SYC,,188,0
Saint-Pierre-et-Miquelon,Middle East & North Africa,Low income,SYR,,189,0
Saint-Vincent-et-les Grenadines,Latin America & Caribbean,High income,TCA,,190,0
Saint-Barthélemy,Sub-Saharan Africa,Low income,TCD,,191,0
Saint-Martin (partie française),Sub-Saharan Africa,Low income,TGO,,192,0
Samoa,East Asia & Pacific,Upper middle income,THA,,193,0
Saint-Marin,Europe & Central Asia,Lower middle income,TJK,,194,0
Sao Tomé et Principe,Europe & Central Asia,Upper middle income,TKM,,195,0
Arabie Saoudite,East Asia & Pacific,Lower middle income,TLS,,196,0
Sénégal,East Asia & Pacific,Upper middle income,TON,,197,0
Serbie,Latin America & Caribbean,High income,TTO,,198,0
Seychelles,Middle East & North Africa,Lower middle income,TUN,,199,0
Sierra Leone,Europe & Central Asia,Upper middle income,TUR,,200,0
Singapour,East Asia & Pacific,Upper middle income,TUV,,201,0
Sint Maarten (partie néerlandaise),East Asia & Pacific,High income,TWN,,202,0
Slovaquie,Sub-Saharan Africa,Lower middle income,TZA,,203,0
Slovénie,Sub-Saharan Africa,Low income,UGA,,204,0
Îles Salomon,Europe & Central Asia,Lower middle income,UKR,,205,0
Somalie,Latin America & Caribbean,High income,URY,,206,0
Afrique du Sud,North America,High income,USA,,207,0
Géorgie du Sud,Europe & Central Asia,Lower middle income,UZB,,208,0
Corée du Sud,Latin America & Caribbean,Upper middle income,VCT,,209,0
Soudan du Sud,Latin America & Caribbean,,VEN,,210,0
Espagne,Latin America & Caribbean,High income,VGB,,211,0
Sri Lanka,Latin America & Caribbean,High income,VIR,,212,0
Soudan,East Asia & Pacific,Lower middle income,VNM,,213,0
Surinam,East Asia & Pacific,Lower middle income,VUT,,214,0
Îles Svalbard et Jan Mayen,East Asia & Pacific,Lower middle income,WSM,,215,0
Suède,Europe & Central Asia,Upper middle income,XKX,,216,0
Suisse,Middle East & North Africa,Low income,YEM,,217,0
Syrie,Sub-Saharan Africa,Upper middle income,ZAF,,218,0
Taïwan,Sub-Saharan Africa,Lower middle income,ZMB,,219,0
Tadjikistan,Sub-Saharan Africa,Lower middle income,ZWE,,220,0
