Country,Region,Income group,Code,Selected,Value,Translation Reviewers
Georgia,América Latina y el Caribe,High income,GUY,,82,0
Alemania,Asia Oriental y Pacífico,High income,HKG,,83,0
Ghana,América Latina y el Caribe,Lower middle income,HND,,84,0
Gibraltar,Europa y Asia Central,High income,HRV,,85,0
Grecia,América Latina y el Caribe,Lower middle income,HTI,,86,0
Tierra Verde,Europa y Asia Central,High income,HUN,,87,0
Granada,Europa y Asia Central,Upper middle income,IDN,,89,0
Guadalupe,Asia meridional,High income,IMN,,90,0
Guam,Europa y Asia Central,Lower middle income,IND,,91,0
Guatemala,Oriente Medio y Norte de África,High income,IRL,,92,0
Guernesey y Alderney,Oriente Medio y Norte de África,Lower middle income,IRN,,93,0
Guinea,Europa y Asia Central,Upper middle income,IRQ,,94,0
Guinea-Bisáu,Oriente Medio y Norte de África,High income,ISL,,95,0
Guayana,Europa y Asia Central,High income,ISR,,96,0
Haití,América Latina y el Caribe,High income,ITA,,97,0
Islas Heard y McDonald,Oriente Medio y Norte de África,Upper middle income,JAM,,98,0
Honduras,Europa y Asia Central,Lower middle income,JOR,,100,0
RAE de Hong Kong,África subsahariana,High income,JPN,,101,0
Hungría,Europa y Asia Central,Upper middle income,KAZ,,102,0
Islandia,Asia Oriental y Pacífico,Lower middle income,KEN,,103,0
India,Asia Oriental y Pacífico,Lower middle income,KGZ,,104,0
Indonesia,América Latina y el Caribe,Lower middle income,KHM,,105,0
Irán,Asia Oriental y Pacífico,Lower middle income,KIR,,106,0
Irak,Oriente Medio y Norte de África,High income,KNA,,107,0
Irlanda,Asia Oriental y Pacífico,High income,KOR,,108,0
Israel,Oriente Medio y Norte de África,High income,KWT,,109,0
Italia,África subsahariana,Lower middle income,LAO,,110,0
Jamaica,Oriente Medio y Norte de África,Lower middle income,LBN,,111,0
Japón,América Latina y el Caribe,Low income,LBR,,112,0
Jersey,Europa y Asia Central,Upper middle income,LBY,,113,0
Jordán,Asia meridional,Upper middle income,LCA,,114,0
Kazajstán,África subsahariana,High income,LIE,,115,0
Kenia,Europa y Asia Central,Lower middle income,LKA,,116,0
Kiribati,Europa y Asia Central,Lower middle income,LSO,,117,0
Kosovo,Europa y Asia Central,High income,LTU,,118,0
Kuwait,Asia Oriental y Pacífico,High income,LUX,,119,0
Kirguistán,América Latina y el Caribe,High income,LVA,,120,0
Laos,Oriente Medio y Norte de África,High income,MAC,,121,0
Letonia,Europa y Asia Central,High income,MAF,,122,0
Líbano,Europa y Asia Central,Lower middle income,MAR,,123,0
Lesoto,África subsahariana,High income,MCO,,124,0
Liberia,Asia meridional,Upper middle income,MDA,,125,0
Libia,América Latina y el Caribe,Low income,MDG,,126,0
Liechtenstein,Asia Oriental y Pacífico,Upper middle income,MDV,,127,0
Lituania,Europa y Asia Central,Upper middle income,MEX,,128,0
Luxemburgo,África subsahariana,Upper middle income,MHL,,129,0
RAE de Macao,Oriente Medio y Norte de África,Upper middle income,MKD,,130,0
Madagascar,Asia Oriental y Pacífico,Low income,MLI,,131,0
Malaui,Europa y Asia Central,High income,MLT,,132,0
Malasia,Asia Oriental y Pacífico,Lower middle income,MMR,,133,0
Maldivas,Asia Oriental y Pacífico,Upper middle income,MNE,,134,0
Malí,África subsahariana,Lower middle income,MNG,,135,0
Malta,África subsahariana,High income,MNP,,136,0
Man (Isla de),África subsahariana,Low income,MOZ,,137,0
Islas Marshall,África subsahariana,Lower middle income,MRT,,138,0
Martinica,Asia Oriental y Pacífico,Upper middle income,MUS,,139,0
Mauritania,África subsahariana,Low income,MWI,,140,0
Mauricio,Asia Oriental y Pacífico,Upper middle income,MYS,,141,0
Mayotte,África subsahariana,Upper middle income,NAM,,142,0
México,África subsahariana,High income,NCL,,143,0
Micronesia,América Latina y el Caribe,Low income,NER,,144,0
Moldavia,Europa y Asia Central,Lower middle income,NGA,,145,0
Mónaco,Europa y Asia Central,Lower middle income,NIC,,146,0
Mongolia,Asia meridional,High income,NLD,,147,0
Montenegro,Asia Oriental y Pacífico,High income,NOR,,148,0
Montserrat,Asia Oriental y Pacífico,Lower middle income,NPL,,149,0
Marruecos,Oriente Medio y Norte de África,High income,NRU,,150,0
Mozambique,Asia meridional,High income,NZL,,151,0
Birmania,América Latina y el Caribe,High income,OMN,,152,0
Namibia,América Latina y el Caribe,Lower middle income,PAK,,153,0
Nauru,Asia Oriental y Pacífico,High income,PAN,,154,0
Nepal,Asia Oriental y Pacífico,Upper middle income,PER,,155,0
Países Bajos,Asia Oriental y Pacífico,Lower middle income,PHL,,156,0
Nueva Caledonia,Europa y Asia Central,Upper middle income,PLW,,157,0
Nueva Zelanda,América Latina y el Caribe,Lower middle income,PNG,,158,0
Nicaragua,Asia Oriental y Pacífico,High income,POL,,159,0
Níger,Europa y Asia Central,High income,PRI,,160,0
Nigeria,América Latina y el Caribe,Low income,PRK,,161,0
Niue,Oriente Medio y Norte de África,High income,PRT,,162,0
Isla Norfolk,Asia Oriental y Pacífico,Upper middle income,PRY,,163,0
Corea del Norte,Oriente Medio y Norte de África,Upper middle income,PSE,,164,0
Macedonia del Norte,Europa y Asia Central,High income,PYF,,165,0
Islas Marianas del Norte,Europa y Asia Central,High income,QAT,,166,0
Noruega,África subsahariana,High income,ROU,,167,0
Omán,Oriente Medio y Norte de África,Upper middle income,RUS,,168,0
Pakistán,África subsahariana,Low income,RWA,,169,0
Palaos,África subsahariana,High income,SAU,,170,0
Territorio palestino ocupado,Asia Oriental y Pacífico,Low income,SDN,,171,0
Panamá,Asia Oriental y Pacífico,Lower middle income,SEN,,172,0
Papúa Nueva Guinea,África subsahariana,High income,SGP,,173,0
Paraguay,América Latina y el Caribe,Lower middle income,SLB,,174,0
Perú,Europa y Asia Central,Low income,SLE,,175,0
Filipinas,África subsahariana,Upper middle income,SLV,,176,0
Isla Pitcairn,Europa y Asia Central,High income,SMR,,177,0
Polonia,África subsahariana,Low income,SOM,,178,0
Portugal,África subsahariana,Upper middle income,SRB,,179,0
Puerto Rico,América Latina y el Caribe,Low income,SSD,,180,0
Katar,Europa y Asia Central,Lower middle income,STP,,181,0
Reunión,Europa y Asia Central,Upper middle income,SUR,,182,0
Rumania,Europa y Asia Central,High income,SVK,,183,0
Rusia,África subsahariana,High income,SVN,,184,0
Ruanda,América Latina y el Caribe,High income,SWE,,185,0
santa elena,África subsahariana,Lower middle income,SWZ,,186,0
San Cristóbal y Nieves,Oriente Medio y Norte de África,High income,SXM,,187,0
Santa Lucía,América Latina y el Caribe,High income,SYC,,188,0
San Pedro y Miquelón,África subsahariana,Low income,SYR,,189,0
San Vicente y las Granadinas,África subsahariana,High income,TCA,,190,0
San Bartolomé,Asia Oriental y Pacífico,Low income,TCD,,191,0
Saint-Martin (parte francesa),Europa y Asia Central,Low income,TGO,,192,0
Samoa,Europa y Asia Central,Upper middle income,THA,,193,0
San Marino,Asia Oriental y Pacífico,Lower middle income,TJK,,194,0
Santo Tomé y Príncipe,Asia Oriental y Pacífico,Upper middle income,TKM,,195,0
Arabia Saudita,América Latina y el Caribe,Lower middle income,TLS,,196,0
Senegal,Oriente Medio y Norte de África,Upper middle income,TON,,197,0
Serbia,Europa y Asia Central,High income,TTO,,198,0
Seychelles,Asia Oriental y Pacífico,Lower middle income,TUN,,199,0
Sierra Leona,Asia Oriental y Pacífico,Upper middle income,TUR,,200,0
Singapur,África subsahariana,Upper middle income,TUV,,201,0
Sint Maarten (parte holandesa),África subsahariana,High income,TWN,,202,0
Eslovaquia,Europa y Asia Central,Lower middle income,TZA,,203,0
Eslovenia,América Latina y el Caribe,Low income,UGA,,204,0
Islas Salomón,América del norte,Lower middle income,UKR,,205,0
Somalia,Europa y Asia Central,High income,URY,,206,0
Sudáfrica,América Latina y el Caribe,High income,USA,,207,0
Georgia del Sur,América Latina y el Caribe,Lower middle income,UZB,,208,0
Corea del Sur,América Latina y el Caribe,Upper middle income,VCT,,209,0
Sudán del Sur,América Latina y el Caribe,,VEN,,210,0
España,Asia Oriental y Pacífico,High income,VGB,,211,0
Sri Lanka,Asia Oriental y Pacífico,High income,VIR,,212,0
Sudán,Asia Oriental y Pacífico,Lower middle income,VNM,,213,0
Surinam,Europa y Asia Central,Lower middle income,VUT,,214,0
Islas Svalbard y Jan Mayen,Oriente Medio y Norte de África,Lower middle income,WSM,,215,0
Suecia,África subsahariana,Upper middle income,XKX,,216,0
Suiza,África subsahariana,Low income,YEM,,217,0
Siria,África subsahariana,Upper middle income,ZAF,,218,0
Taiwán,Sub-Saharan Africa,Lower middle income,ZMB,,219,0
Tayikistán,Sub-Saharan Africa,Lower middle income,ZWE,,220,0
