Form,Section,Variable,Type,Question,Answer Options,Validation,Minimum,Maximum,List,Skip Logic,Body System,Definition,Completion Guideline,Standardized Term Codelist,Standardized Term Code,Metathesaurus,Identifier,Research Category,preset_ARChetype Disease CRF_Covid,preset_ARChetype Disease CRF_H5Nx,preset_ARChetype Disease CRF_Dengue,preset_ARChetype Disease CRF_Chikungunya,preset_ARChetype Disease CRF_Mpox,preset_ARChetype Disease CRF_Mpox Pregnancy and Paediatric,preset_ARChetype Syndromic CRF_ARI,preset_ARChetype Syndromic CRF_Arbovirus,preset_Score_CharlsonCI,preset_Score_mSOFA,preset_Score_mSOFA_Dengue,preset_Recommended Outcomes_Dengue,preset_Populations_Paediatric,preset_Populations_Pregnancy,preset_User Generated CRF_Encephalitis,Form Translation Reviewers,Section Translation Reviewers,Question Translation Reviewers,Definition Translation Reviewers,Completion Guideline Translation Reviewers,Answer Options Translation Reviewers
présentation,CRITÈRES D'INCLUSION,inclu_consent_whopg,radio,Si le parent / tuteur donne son consentement: l'enfant ou le jeune donne-t-il son assentiment?,"1, Oui | 0, Non | 2, Incompétent",,,,,[inclu_consent_who]='2',,"Cela fait référence à l'assentiment donné par un mineur ou un adulte qui n'est pas en mesure de donner son consentement en leur nom, pour participer à une étude. L'assentiment doit être accompagné du consentement d'un parent ou d'un tuteur légal pour toute participation à l'étude.",Sélectionnez l'option la plus appropriée qui représente si l'assentiment a été fourni pour participer à cette étude.,,,"C5205794, Informed Assent",,,,,,,,,,,,,,,,,,0,0,0,0,0,0
présentation,CRITÈRES D'INCLUSION,inclu_consent2des,descriptive,"Utilisation secondaire des données collectées, le participant a accepté les déclarations suivantes :",,,,,,[inclu_consent]='1',,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,
présentation,CRITÈRES D'INCLUSION,inclu_consent_secrsch,radio,"Utilisation future des données pseudonymisées dans le cadre de recherches éthiquement approuvées, y compris dans d'autres pays","1, Oui | 0, Non",,,,,[inclu_consent]='1',,Désigne le consentement à l'utilisation secondaire future de données pseudonymisées dans le cadre de recherches approuvées sur le plan éthique.,Il s'agit d'une question facultative relative au consentement. Elle n'est pas obligatoire pour remplir le reste du CRF.,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
présentation,CRITÈRES D'INCLUSION,inclu_consent_secprod,radio,"Utilisation future des données pseudonymisées pour fabriquer des tests, des traitements ou d'autres produits, y compris des produits commerciaux","1, Oui | 0, Non",,,,,[inclu_consent]='1',,"Désigne le consentement à l'utilisation secondaire future de données pseudonymisées pour la fabrication de tests, de traitements ou d'autres produits, y compris des produits commerciaux.",Il s'agit d'une question facultative relative au consentement. Elle n'est pas obligatoire pour remplir le reste du CRF.,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
présentation,CRITÈRES D'INCLUSION,inclu_consent_secgen,radio,"Utilisation future des données génétiques pseudonymisées dans le cadre de recherches éthiquement approuvées, y compris dans d'autres pays","1, Oui | 0, Non",,,,,[inclu_consent]='1',,Désigne le consentement à l'utilisation secondaire future de données génétiques pseudonymisées dans le cadre de recherches approuvées sur le plan éthique.,Il s'agit d'une question facultative relative au consentement. Elle n'est pas obligatoire pour remplir le reste du CRF.,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
présentation,CRITÈRES D'INCLUSION,inclu_consentsecsamp,descriptive,"Utilisation secondaire des échantillons prélevés, le participant était d'accord avec les affirmations suivantes:",,,,,,[inclu_consent]='1',,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,
présentation,CRITÈRES D'INCLUSION,inclu_consent_secsamprsch,radio,"Utilisation future des échantillons pseudonymisés dans le cadre de recherches éthiquement approuvées, y compris dans d'autres pays","1, Oui | 0, Non",,,,,[inclu_consent]='1',,"Désigne le consentement à l'utilisation secondaire future d'échantillons pseudonymisés dans le cadre de recherches éthiquement approuvées, y compris dans d'autres pays.",Il s'agit d'une question facultative relative au consentement. Elle n'est pas obligatoire pour remplir le reste du CRF.,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
présentation,CRITÈRES D'INCLUSION,inclu_consent_secsampprod,radio,"Utilisation future des échantillons ou des matériaux pseudonymisés ou des données dérivées de ces échantillons pour fabriquer des tests, des traitements ou d'autres produits, y compris des produits commerciaux","1, Oui | 0, Non",,,,,[inclu_consent]='1',,"Désigne le consentement à l'utilisation secondaire future d'échantillons ou de matériaux pseudonymisés ou de données dérivées de ces échantillons pour fabriquer des tests, des traitements ou d'autres produits, y compris des produits commerciaux.",Il s'agit d'une question facultative relative au consentement. Elle n'est pas obligatoire pour remplir le reste du CRF.,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
présentation,CRITÈRES D'INCLUSION,inclu_consent_secsampgen,radio,"Utilisation future des échantillons génétiques pseudonymisés dans le cadre de recherches éthiquement approuvées, y compris dans d'autres pays","1, Oui | 0, Non",,,,,[inclu_consent]='1',,"Désigne le consentement à l'utilisation secondaire future d'échantillons génétiques pseudonymisés dans le cadre de recherches éthiquement approuvées, y compris dans d'autres pays.",Il s'agit d'une question facultative relative au consentement. Elle n'est pas obligatoire pour remplir le reste du CRF.,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
présentation,CRITÈRES D'INCLUSION,inclu_consentcont,descriptive,Contact,,,,,,[inclu_consent]='1',,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,
présentation,CRITÈRES D'INCLUSION,inclu_consent_contnstudy,radio,"À contacter pour participer à des travaux futurs, y compris des études de recherche","1, Oui | 0, Non",,,,,[inclu_consent]='1',,"Désigne la personne à contacter pour participer à des travaux futurs, y compris des études de recherche",Il s'agit d'une question facultative relative au consentement. Elle n'est pas obligatoire pour remplir le reste du CRF.,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
présentation,APPARITION ET PRÉSENTATION,pres_onsetdate,date_dmy,Date d'apparition du premier symptôme / du symptôme le plus ancien,,date_dmy,,today,,,,Il s'agit de la date d'apparition du premier symptôme ou du symptôme le plus précoce cliniquement lié à l'épisode actuel de la maladie.,"Indiquez la date de l'apparition du premier symptôme que vous estimez cliniquement lié à cet épisode de maladie, au format JJ/MM/AAAA.",SNOMED,"405795006, Time of symptom onset (observable entity)",,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,1.0,0,0,0,0,0,
présentation,APPARITION ET PRÉSENTATION,pres_symptpres,radio,Symptomatique lors de la présentation initiale ?,"1, Oui | 0, Non | 99, Inconnu",,,,,,,"Il s'agit de savoir si le patient présentait des symptômes lors de la consultation initiale. ",Indiquez « Oui » si le patient présentait des symptômes lors de la consultation initiale.,,,,,,,,,,,1.0,,1.0,,,,,,,,0,0,0,0,0,0
présentation,APPARITION ET PRÉSENTATION,pres_firstsym,multi_list,Symptôme(s) pendant les premières 24 heures de la maladie (sélectionnez toutes les réponses qui s'appliquent),,,,,conditions_Symptoms,,,"Il s'agit du premier symptôme, ou des premiers symptômes (si plusieurs sont apparus en même temps), que vous estimez cliniquement liés à cet épisode de la maladie.",Sélectionnez tous les symptômes que le patient a présentés au cours des premières 24 heures de la maladie (sélectionnez toutes les réponses qui s'appliquent).,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,0,0,0,0,0,
présentation,APPARITION ET PRÉSENTATION,pres_consultdate,date_dmy,Date de la première consultation clinique,,date_dmy,,today,,,,Il s'agit de la date de la première consultation clinique liée à l'épisode actuel de la maladie.,Indiquez la date de la première consultation clinique liée à l'épisode actuel de la maladie au format JJ/MM/AAAA.,,,,,,,1.0,,,,1.0,1.0,1.0,,,,,,,,0,0,0,0,0,
présentation,APPARITION ET PRÉSENTATION,pres_date,date_dmy,Date de la dernière consultation/admission dans cet établissement,,date_dmy,,today,,,,Il s'agit de la date d'hospitalisation/d'admission du patient dans votre établissement pour la maladie actuelle.,Indiquez la date d'hospitalisation/d'admission dans votre établissement (au format JJ/MM/AAAA).,SNOMED,"32485007, Hospital admission (procedure)",,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,1.0,0,0,0,0,0,
présentation,APPARITION ET PRÉSENTATION,pres_adm,radio,Admis à l'hôpital,"1, Oui | 0, Non | 99, Inconnu",,,,,,,Il s'agit de l'admission du patient dans votre établissement pour la maladie actuelle.,Indiquez « Oui » si ce patient a été admis dans votre établissement.,SNOMED,"32485007, Presentation to hospital (event)",,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,,,,0,0,0,0,0,0
présentation,APPARITION ET PRÉSENTATION,pres_adm_reas,radio,Motif de l'hospitalisation,,,,,,[pres_adm] = '1',,Il s'agit de la raison (indication) de l'hospitalisation.,"Si « Oui », précisez la raison (indication) de l'hospitalisation.",,,,,,,1.0,,1.0,,1.0,1.0,,,,,,,,,0,0,0,0,0,0
présentation,APPARITION ET PRÉSENTATION,pres_adm_reasoth,text,Précisez une autre raison,,,,,,[pres_adm_reas]='88',,,,,,,,,,,,1.0,,1.0,,,,,,,,,,0,0,0,,,
présentation,APPARITION ET PRÉSENTATION,pres_adm_time,time,Heure d'admission à l'hôpital,,time,,,,[pres_adm] = '1',,Il s'agit de l'admission du patient dans votre établissement pour la maladie actuelle.,Entrez l'heure d'admission dans votre établissement au format 24 heures (00:00 - 24:00 heures).,,,,,,,,1.0,,,,,,,,,,,,,0,0,0,0,0,
présentation,APPARITION ET PRÉSENTATION,pres_enrolmentdate,date_dmy,Date d'inscription/début de la collecte des données,,date_dmy,,today,,,,Il s'agit de la date d'inscription/du début de la collecte des données.,Entrez la date d'inscription du patient à l'étude au format jour/mois/année (JJ/MM/AAAA).,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,1.0,0,0,0,0,0,
présentation,RÉADMISSION ET PIN PRÉCÉDENT,readm_prev,radio,Le patient a-t-il déjà été admis ou transféré d'un autre établissement au cours de cet épisode de maladie ?,"1, OUI - admis précédemment dans cet établissement et sorti | 2, OUI - admis dans un autre établissement et sorti | 3, OUI - admis dans un autre établissement, puis transféré dans cet établissement | 0, Non | 99, Inconnu",,,,,,,Il s'agit de l'admission précédente dans un établissement de santé ou du transfert depuis un autre établissement de santé au cours de l'épisode actuel de la maladie.,Sélectionnez l'option la plus appropriée pour indiquer si le patient a déjà été admis ou transféré depuis un autre établissement au cours de cet épisode de maladie.,,,,,,,,,,,,,,,,,,,,1.0,0,0,0,0,0,0
présentation,RÉADMISSION ET PIN PRÉCÉDENT,readm_prev_site,text,Nom de l'établissement de transfert,,,,,,[readm_prev] = '1' or [readm_prev]='2' or [readm_prev]='3',,Il s'agit du nom de l'établissement dans lequel le patient a été précédemment admis ou transféré.,Indiquez le nom de l'établissement dans lequel le patient a été admis ou transféré précédemment.,,,,,,,,,,,,,,,,,,,,1.0,0,0,0,0,0,
présentation,RÉADMISSION ET PIN PRÉCÉDENT,readm_prev_date,date_dmy,Date de présentation à l'établissement précédent,,date_dmy,,today,,[readm_prev] = '1' or [readm_prev]='2' or [readm_prev]='3',,Il s'agit de la date de présentation à l'établissement dans lequel le patient a été précédemment admis ou transféré.,Indiquez la date de présentation à l'établissement dans lequel le patient a été admis ou transféré précédemment.,,,,,,,,,,,,,,,,,,,,1.0,0,0,0,0,0,
présentation,RÉADMISSION ET PIN PRÉCÉDENT,readm_prev_num,number,Nombre total d'admissions précédentes pour cette infection,,number,1.0,50,,[readm_prev] = '1' or [readm_prev]='2' or [readm_prev]='3',,Il s'agit du nombre de fois (pour cette infection) où le patient a été admis dans un établissement de santé.,Indiquez le nombre de fois (pour cette infection) où le patient a été admis dans un établissement de santé.,,,,,,,,,,,,,,,,,,,,1.0,0,0,0,0,0,
présentation,RÉADMISSION ET PIN PRÉCÉDENT,readm_firstadmdate,date_dmy,Date de la première admission pour cette infection,,date_dmy,,today,,[readm_prev] = '1' or [readm_prev]='2' or [readm_prev]='3',,"Il s'agit de la date de la première admission pour cette maladie. Si le patient a d'abord été « admis dans un autre établissement, puis transféré vers cet établissement », enregistrez la date à laquelle le patient a été admis dans l'autre établissement de santé.",Inscrivez la date au format JJ/MM/AAAA.,,,,,,,,,,,,,,,,,,,,1.0,0,0,0,0,0,
présentation,RÉADMISSION ET PIN PRÉCÉDENT,readm_difpin,radio,Les données du patient ont-elles été précédemment collectées sous un autre numéro d'identification des participants (PIN)?,"1, Oui | 0, Non | 99, Inconnu",,,,,,,Il s'agit de la collecte antérieure des données du patient sous un autre numéro d'identification du participant (PIN).,Indiquez «oui» si les données du patient ont été précédemment collectées sous un autre numéro d'identification des participants (PIN),,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
présentation,RÉADMISSION ET PIN PRÉCÉDENT,readm_prevpin,text,Numéro d'identification précédent des participants (PIN),,,,,,[readm_difpin] = '1',,Le numéro d'identification ou le PIN des participants est un numéro unique utilisé pour identifier les données du patient (participant).,Écrivez le numéro d'identification des participants (PIN).,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
présentation,RÉADMISSION ET PIN PRÉCÉDENT,readm_reas,radio,Le patient est-il réadmis avec ou en raison d'une infection par pathogène d'intérêt?,"1, Oui | 0, Non | 99, Inconnu",,,,,,,Cela fait référence à la réadmission du patient avec ou en raison d'une infection par pathogène d'intérêt.,Indiquez «oui» si le patient est réadmis avec ou en raison d'une infection par un agent pathogène d'intérêt.,,,,,,,,,,,,1.0,,,,,,,,,0,0,0,0,0,0
présentation,DONNÉES DÉMOGRAPHIQUES,demog_birthknow,radio,La date de naissance est-elle connue ?,"1, Oui | 0, Non",,,,,,,Il s'agit de la date calendaire à laquelle le patient est né.,Enregistrez la date de naissance du participant au format JJ/MM/AAAA.,SNOMED,"184099003, Date of birth (observable entity)","C0421451, Patient date of birth",,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,1.0,0,0,0,0,0,0
présentation,DONNÉES DÉMOGRAPHIQUES,demog_birthdate,date_dmy,Date de naissance,,date_dmy,,today,,[demog_birthknow]='1',,Cela fait référence à la date du calendrier à laquelle le patient est né.,Enregistrez la date de naissance des participants au format DD / mm / yyyy.,SNOMED,"184099003, Date of birth (observable entity)","C0421451, Patient date of birth",1.0,risk_factor_demo,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,1.0,0,0,0,0,0,
présentation,DONNÉES DÉMOGRAPHIQUES,demog_age,number,Âge,,number,0.0,150,,[demog_birthknow]='0',,Cela fait référence à l'âge du patient.,"Pour les participants de plus de deux ans, veuillez signaler l'âge en années. Pour les enfants de moins d'un an, veuillez vous présenter en mois. Pour les nouveau-nés en dessous de l'âge d'un mois, veuillez vous présenter en quelques jours.",SNOMED,"424144002, Current chronological age (observable entity)",,,risk_factor_demo,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,1.0,0,0,0,0,0,
présentation,DONNÉES DÉMOGRAPHIQUES,demog_age_units,radio,Unités d'âge,"1, Années | 2, Mois | 3, Jours",,,,,[demog_birthknow]='0',,Cela fait référence à l'âge du patient à la présentation au centre de santé.,Sélectionnez les unités les plus appropriées pour l'âge.,SNOMED,"424144002, Current chronological age (observable entity)",,,risk_factor_demo,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,1.0,0,0,0,0,0,0
présentation,DONNÉES DÉMOGRAPHIQUES,demog_calcage_days,calc,Âge calculé (jours),"if([demog_birthknow]='1',datediff([demog_birthdate],[pres_date],""d""),if([demog_age_units]='1',[demog_ag e]*365,if([demog_age_units]='2',round([demog_age]*365/12,0),if([demog_age_units]='3',[demog_age],''))))",,,,,,,Il s'agit de l'âge du patient en jours.,"L'âge est calculé, si la date de naissance est connue, comme la différence entre la date de naissance et la date la plus récente de présentation ou d'admission dans l'établissement.",SNOMED,"424144002, Current chronological age (observable entity)",,,risk_factor_demo,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,,1.0,0,0,0,0,0,0
présentation,DONNÉES DÉMOGRAPHIQUES,demog_sex,radio,Sexe à la naissance,"1, Homme | 2, Femme | 99, Non spécifié/Inconnu | 88, Autre",,,,,,,Cela fait référence aux caractéristiques sexuelles physiques à la naissance.,Sélectionnez l'option la plus appropriée qui représente les caractéristiques sexuelles physiques à la naissance.,SNOMED,"281053000, Sex of baby at delivery (observable entity)",,,risk_factor_demo,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,1.0,0,0,0,0,0,0
présentation,DONNÉES DÉMOGRAPHIQUES,demog_sex_oth,text,Si autre: spécifiez le sexe à la naissance,,,,,,[demog_sex]='88',,Cela fait référence aux caractéristiques sexuelles physiques à la naissance.,"Si «autre», spécifiez les caractéristiques sexuelles physiques à la naissance.",SNOMED,"281053000, Sex of baby at delivery (observable entity)",,,risk_factor_demo,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,,0,0,0,0,0,
présentation,DONNÉES DÉMOGRAPHIQUES,demog_gender,radio,Genre,"1, Homme | 2, Femme | 3, Non binaire | 99, Inconnu | 88, Autre",,,,,[demog_calcage_days]>3650,,"Il s'agit du sentiment interne d'une personne quant à son genre, qui peut correspondre ou non au sexe génotypique ou phénotypique de l'individu. ",Sélectionnez l'option la plus appropriée qui représente l'identité de genre du patient.,SNOMED,"263495000, Gender (observable entity)","C0079399, Gender",,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,,0,0,0,0,0,0
présentation,DONNÉES DÉMOGRAPHIQUES,demog_gender_oth,text,Si autre: spécifiez le sexe,,,,,,[demog_gender]='88',,"Il s'agit du sentiment interne d'une personne quant à son genre, qui peut correspondre ou non au sexe génotypique ou phénotypique de l'individu.",Si «d'autres» spécifient l'identité de genre du patient.,SNOMED,"263495000, Gender (observable entity)","C0079399, Gender",,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,,0,0,0,0,0,
présentation,DONNÉES DÉMOGRAPHIQUES,demog_country,user_list,Pays,,,,,demographics_Country,,,Il s'agit du pays d'inscription.,Indiquer le pays d'inscription,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
présentation,DONNÉES DÉMOGRAPHIQUES,demog_outcountry,radio,Le patient est-il né en dehors du pays déclarant ?,"1, Oui | 0, Non | 99, Inconnu",,,,,,,Il s'agit de la naissance du participant en dehors du pays déclarant.,Indiquez si le participant est né en dehors du pays déclarant,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
présentation,DONNÉES DÉMOGRAPHIQUES,demog_height,number,Hauteur (sélectionnez les unités),,number,0.0,250,,,,Estimation réelle ou la plus proche de la hauteur au moment de l'admission.,,,,,,,1.0,1.0,1.0,1.0,,,1.0,1.0,,,,,,,1.0,0,0,0,0,,
présentation,DONNÉES DÉMOGRAPHIQUES,demog_height_units,radio,Hauteur (certaines unités),"1, cm | 2, dans",units,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,1.0,,,,,,,,1.0,0,0,0,,,0
présentation,DONNÉES DÉMOGRAPHIQUES,demog_height_cm,number,Hauteur (cm),,number,0.0,250,,,,"Il s'agit de la distance entre la semelle et la couronne de la tête avec le corps debout sur une surface plane et entièrement étendue, mesurée en centimètres. Pour les enfants de moins de 2 ans, veuillez utiliser la longueur du corps (mesuré en couchage en décubitus dorsal).","Indiquez la hauteur du patient en centimètres (cm). Pour les enfants de moins de 2 ans, veuillez utiliser la durée.",SNOMED,"1153637007, Body height (observable entity)","C0489786, Height",,,1.0,1.0,1.0,,,,1.0,1.0,,,,,,,,0,0,0,0,0,
présentation,DONNÉES DÉMOGRAPHIQUES,demog_height_in,number,Hauteur (in),,number,0.0,98,,,,"Il s'agit de la distance entre la semelle et la couronne de la tête avec le corps debout sur une surface plane et entièrement étendue, mesurée en pouces. Pour les enfants de moins de 2 ans, veuillez utiliser la longueur du corps (mesuré en couchage en décubitus dorsal).","Indiquez la hauteur du patient en pouces (in). Pour les enfants de moins de 2 ans, veuillez utiliser la durée.",,"1153637007, Body height (observable entity)","C0489786, Height",,,1.0,1.0,1.0,,,,1.0,1.0,,,,,,,,0,0,0,0,0,
présentation,DONNÉES DÉMOGRAPHIQUES,demog_weight,number,Poids (Sélectionnez Unités),,number,0.0,1763,,,,Estimation réelle ou la plus proche du poids au moment de l'admission.,,,,,,,1.0,1.0,1.0,1.0,,,1.0,1.0,,,,1.0,,,1.0,0,0,0,0,,
présentation,DONNÉES DÉMOGRAPHIQUES,demog_weight_units,radio,Poids (certaines unités),"1, kg | 2, livres",units,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,1.0,,,,,1.0,,,1.0,0,0,0,,,0
présentation,DONNÉES DÉMOGRAPHIQUES,demog_weight_kg,number,Poids (kg),,number,0.0,800,,,,"Cela fait référence au poids d'un sujet, exprimé en kilogrammes (kg).",Indiquez le poids du patient en kilogrammes (kg).,SNOMED,"27113001,  Body weight (observable entity)","C0005910, Body Weight",,,1.0,1.0,1.0,,,,1.0,1.0,,,,1.0,,,,0,0,0,0,0,
présentation,DONNÉES DÉMOGRAPHIQUES,demog_weight_lb,number,Poids (LB),,number,0.0,1763,,,,"Il s'agit du poids d'un sujet, exprimé en livres (LB).",Indiquez le poids du patient en livres (LB).,,"27113001,  Body weight (observable entity)","C0005910, Body Weight",,,1.0,1.0,1.0,,,,1.0,1.0,,,,1.0,,,,0,0,0,0,0,
présentation,DONNÉES DÉMOGRAPHIQUES,demog_race,multi_list,Race (sélectionnez tout ce qui s'applique),,,,,demographics_Race,,,Cela fait référence à une catégorie d'origine ancestrale géographique qui est affectée à un groupe de population basé principalement sur des caractéristiques physiques qui sont considérées comme distinctes et inhérentes.,Sélectionnez tout ce qui s'applique.,SNOMED,"103579009, Race (observable entity)","C3853635, Race",,,,,,1.0,,,,,,,,,,,,0,0,0,0,0,
présentation,DONNÉES DÉMOGRAPHIQUES,demog_healthcare,radio,Employé comme agent de santé,"1, Oui | 0, Non | 99, Inconnu",,,,,[demog_calcage_days]>5840,,Il s'agit d'un patient qui travaille dans le secteur des soins de santé.,Sélectionnez l'option la plus appropriée.,SNOMED,"223366009, Healthcare professional (occupation)",,,risk_factor_socio,1.0,,,,1.0,1.0,1.0,,,,,,,,1.0,0,0,0,0,0,0
