Form,Section,Variable,Question,Answer Options,Definition,Completion Guideline,Form Translation Reviewers,Section Translation Reviewers,Question Translation Reviewers,Definition Translation Reviewers,Completion Guideline Translation Reviewers,Answer Options Translation Reviewers
apresentação,CRITÉRIOS DE INCLUSÃO,inclu_consentsecsamp,"Uso secundário de amostras coletadas, o participante concordou com as seguintes declarações:",,,,0,0,0,,,
apresentação,CRITÉRIOS DE INCLUSÃO,inclu_consent_secsamprsch,"Uso futuro de amostras pseudonimizadas em pesquisas aprovadas eticamente, incluindo pesquisas em outros países","1, Sim | 0, Não","Refere-se ao consentimento para uso secundário futuro de amostras pseudonimizadas em pesquisas aprovadas eticamente, incluindo pesquisas em outros países",Esta é uma pergunta opcional de consentimento e não é necessária para a conclusão do restante do CRF.,0,0,0,0,0,0
apresentação,CRITÉRIOS DE INCLUSÃO,inclu_consent_secsampprod,"Uso futuro de amostras ou materiais pseudonimizados ou dados derivados dessas amostras para fabricar testes, tratamentos ou outros produtos, incluindo produtos comerciais","1, Sim | 0, Não","Refere-se ao consentimento para uso secundário futuro de amostras ou materiais pseudonimizados ou dados derivados dessas amostras para fabricar testes, tratamentos ou outros produtos, incluindo produtos comerciais",Esta é uma pergunta opcional de consentimento e não é necessária para a conclusão do restante do CRF.,0,0,0,0,0,0
apresentação,CRITÉRIOS DE INCLUSÃO,inclu_consent_secsampgen,"Uso futuro de amostras genéticas pseudonimizadas em pesquisas aprovadas eticamente, incluindo pesquisas em outros países","1, Sim | 0, Não","Refere-se ao consentimento para uso secundário futuro de amostras genéticas pseudonimizadas em pesquisas aprovadas eticamente, incluindo pesquisas em outros países",Esta é uma pergunta opcional de consentimento e não é necessária para a conclusão do restante do CRF.,0,0,0,0,0,0
apresentação,CRITÉRIOS DE INCLUSÃO,inclu_consentcont,Contato,,,,0,0,0,,,
apresentação,CRITÉRIOS DE INCLUSÃO,inclu_consent_contnstudy,"Ser contatado para participar de trabalhos futuros, incluindo estudos de pesquisa","1, Sim | 0, Não","Refere-se ao contato a ser feito para participar de trabalhos futuros, incluindo estudos de pesquisa",Esta é uma pergunta opcional de consentimento e não é necessária para a conclusão do restante do CRF.,0,0,0,0,0,0
apresentação,INÍCIO E APRESENTAÇÃO,pres_onsetdate,Data de início do primeiro/mais antigo sintoma,,Refere-se à data de início do primeiro/mais antigo sintoma clinicamente relacionado ao episódio atual da doença.,Informe a data do primeiro sintoma que você clinicamente acredita estar relacionado a este episódio da doença no formato DD/MM/AAAA.,0,0,0,0,0,
apresentação,INÍCIO E APRESENTAÇÃO,pres_symptpres,Sintomático na apresentação inicial?,"1, Sim | 0, Não | 99, Desconhecido",Refere-se ao fato de o paciente apresentar sintomas na apresentação inicial.,Indique “Sim” se o paciente apresentava sintomas na consulta inicial.,0,0,0,0,0,0
apresentação,INÍCIO E APRESENTAÇÃO,pres_firstsym,Sintoma(s) durante as primeiras 24 horas da doença (selecione todos os que se aplicam),,"Refere-se ao primeiro sintoma, ou sintomas (se vários ocorreram ao mesmo tempo), que você clinicamente acredita estar relacionado a este episódio da doença.",Selecione todos os sintomas que o paciente apresentou durante as primeiras 24 horas da doença (selecione todos os que se aplicam).,0,0,0,0,0,
apresentação,INÍCIO E APRESENTAÇÃO,pres_consultdate,Data da primeira consulta clínica,,Refere-se à data da primeira consulta clínica relacionada ao episódio atual da doença.,Forneça a data da primeira consulta clínica relacionada ao episódio atual da doença no formato DD/MM/AAAA.,0,0,0,0,0,
apresentação,INÍCIO E APRESENTAÇÃO,pres_date,Data da apresentação/admissão mais recente nesta instituição,,Refere-se à data da hospitalização/admissão do paciente em seu local para o tratamento da doença atual.,Insira a data da hospitalização/admissão em seu local (no formato DD/MM/AAAA).,0,0,0,0,0,
apresentação,INÍCIO E APRESENTAÇÃO,pres_adm,Admitido no hospital,"1, Sim | 0, Não | 99, Desconhecido",Refere-se à admissão do paciente em seu local para o tratamento da doença atual.,Indique “Sim” se o paciente foi admitido em seu local.,0,0,0,0,0,0
apresentação,INÍCIO E APRESENTAÇÃO,pres_adm_reas,Motivo da hospitalização,,Refere-se ao motivo (indicação) da hospitalização.,"Se “Sim”, especifique o motivo (indicação) da hospitalização.",0,0,0,0,0,0
apresentação,INÍCIO E APRESENTAÇÃO,pres_adm_reasoth,Especifique outro motivo,,,,0,0,0,,,
apresentação,INÍCIO E APRESENTAÇÃO,pres_adm_time,Hora da admissão no hospital,,Refere-se à admissão do paciente em seu local para o tratamento da doença atual.,Insira a hora da admissão no seu local no formato de 24 horas (00:00 - 24:00 horas).,0,0,0,0,0,
apresentação,INÍCIO E APRESENTAÇÃO,pres_enrolmentdate,Data de inscrição/início da coleta de dados,,Refere-se à data de inscrição/início da coleta de dados.,Insira a data de inscrição do paciente no estudo no formato dia/mês/ano (DD/MM/AAAA).,0,0,0,0,0,
apresentação,READMISSÃO E PIN ANTERIOR,readm_prev,O paciente foi internado anteriormente ou transferido de outra instituição durante este episódio da doença?,"1, SIM - admitido anteriormente nesta instituição e recebeu alta | 2, SIM - admitido em outra instituição e recebeu alta | 3, SIM - admitido em outra instituição e transferido para esta instituição | 0, Não | 99, Desconhecido",Refere-se à admissão anterior em uma unidade de saúde ou transferência de outra unidade de saúde durante o episódio atual da doença.,Selecione a opção mais adequada que representa se o paciente foi admitido anteriormente ou transferido de qualquer outra instituição durante este episódio da doença.,0,0,0,0,0,0
apresentação,READMISSÃO E PIN ANTERIOR,readm_prev_site,Nome da instituição de transferência,,Refere-se ao nome da unidade da qual o paciente foi admitido ou transferido anteriormente.,Insira o nome da instituição da qual o paciente foi admitido ou transferido anteriormente.,0,0,0,0,0,
apresentação,READMISSÃO E PIN ANTERIOR,readm_prev_date,Data da apresentação na instituição anterior,,Refere-se à data de apresentação na unidade na qual o paciente foi admitido ou transferido anteriormente.,Insira a data de apresentação na instituição na qual o paciente foi admitido ou transferido anteriormente.,0,0,0,0,0,
apresentação,READMISSÃO E PIN ANTERIOR,readm_prev_num,Número total de internações anteriores para esta infecção,,Refere-se ao número de vezes (para esta infecção) que o paciente foi admitido em uma unidade de saúde.,Indique o número de vezes (para esta infecção) que o paciente foi admitido em uma unidade de saúde.,0,0,0,0,0,
apresentação,READMISSÃO E PIN ANTERIOR,readm_firstadmdate,Data da admissão mais precoce para esta infecção,,"Refere-se à data da primeira admissão por esta doença. Se o paciente foi primeiro “admitido em outra unidade e depois transferido para esta unidade”, registre a data em que o paciente foi admitido na outra unidade de saúde.",Escreva a data no formato DD/MM/AAAA.,0,0,0,0,0,
apresentação,READMISSÃO E PIN ANTERIOR,readm_difpin,Os dados do paciente foram coletados anteriormente sob um número diferente de identificação do participante (PIN)?,"1, Sim | 0, Não | 99, Desconhecido",Refere-se à coleta anterior dos dados do paciente sob um número de identificação do participante (PIN) diferente.,Indique 'sim' se os dados do paciente foram coletados anteriormente sob um número diferente de identificação do participante (PIN),0,0,0,0,0,0
apresentação,READMISSÃO E PIN ANTERIOR,readm_prevpin,Número anterior de identificação do participante (PIN),,O número de identificação do participante ou o PIN é um número exclusivo usado para identificar os dados do paciente (participante).,Escreva o número de identificação do participante (PIN).,0,0,0,0,0,
apresentação,READMISSÃO E PIN ANTERIOR,readm_reas,O paciente está sendo readmitido ou devido à infecção com patógeno de interesse?,"1, Sim | 0, Não | 99, Desconhecido",Isso se refere à re-admissão do paciente com ou devido à infecção com patógeno de interesse.,Indique 'sim' se o paciente estiver sendo re-admitido ou devido à infecção com patógeno de interesse.,0,0,0,0,0,0
apresentação,DEMOGRAFIA,demog_birthknow,A data de nascimento é conhecida?,"1, Sim | 0, Não",Refere-se à data do calendário em que o paciente nasceu.,Registre a data de nascimento dos participantes no formato DD/MM/AAAA.,0,0,0,0,0,0
apresentação,DEMOGRAFIA,demog_birthdate,Data de nascimento,,Isso se refere à data do calendário em que o paciente nasceu.,Registre a data dos participantes de nascimento em formato dd/mm/yyyy.,0,0,0,0,0,
apresentação,DEMOGRAFIA,demog_age,Idade,,Isso se refere à idade do paciente.,"Para participantes com mais de dois anos, relate a idade em anos. Para crianças menores de um ano, informe -se em meses. Para neonatos abaixo dos anos de um mês, informe -se em dias.",0,0,0,0,0,
apresentação,DEMOGRAFIA,demog_age_units,Unidades etárias,"1, Anos | 2, Meses | 3, Dias",Isso se refere à idade do paciente na apresentação do centro de saúde.,Selecione as unidades mais apropriadas para a idade.,0,0,0,0,0,0
apresentação,DEMOGRAFIA,demog_calcage_days,Idade calculada (dias),"if([demog_birthknow]='1',datediff([demog_birthdate],[pres_date],""d""),if([demog_age_units]='1',[demog_ag e]*365,if([demog_age_units]='2',round([demog_age]*365/12,0),if([demog_age_units]='3',[demog_age],''))))",Refere-se à idade do paciente em dias.,"A idade é calculada, se a data de nascimento for conhecida, como a diferença entre a data de nascimento e a data mais recente de apresentação ou admissão na instituição.",0,0,0,0,0,0
apresentação,DEMOGRAFIA,demog_sex,Sexo no nascimento,"1, Masculino | 2, Feminino | 99, Não especificado/Desconhecido | 88, Outro",Isso se refere às características sexuais físicas ao nascer.,Selecione a opção mais apropriada que representa as características sexuais físicas no nascimento.,0,0,0,0,0,0
apresentação,DEMOGRAFIA,demog_sex_oth,Se o outro: especifique sexo no nascimento,,Isso se refere às características sexuais físicas ao nascer.,"Se 'outro', especifique as características sexuais físicas no nascimento.",0,0,0,0,0,
apresentação,DEMOGRAFIA,demog_gender,Gênero,"1, Homem | 2, Mulher | 3, Não binário | 99, Desconhecido | 88, Outro","Refere-se ao sentimento interno de uma pessoa em relação ao seu gênero, que pode ou não corresponder ao sexo genotípico ou fenotípico do indivíduo. ",Selecione a opção mais apropriada que representa a identidade de gênero do paciente.,0,0,0,0,0,0
apresentação,DEMOGRAFIA,demog_gender_oth,Se o outro: especificar gênero,,"Refere-se à percepção interna que uma pessoa tem do seu género, que pode ou não corresponder ao sexo genotípico ou fenotípico do indivíduo.",Se 'outros' especificar a identidade de gênero do paciente.,0,0,0,0,0,
apresentação,DEMOGRAFIA,demog_country,País,,Refere-se ao país de inscrição,Indicar o país de inscrição,0,0,0,0,0,
apresentação,DEMOGRAFIA,demog_outcountry,O paciente nasceu fora do país que está relatando?,"1, Sim | 0, Não | 99, Desconhecido",Refere-se ao nascimento do participante fora do país de notificação.,Indique se o participante nasceu fora do país de notificação,0,0,0,0,0,0
apresentação,DEMOGRAFIA,demog_height,Altura (unidades selecionadas),,Estimativa real ou mais próxima da altura no momento da admissão.,,0,0,0,0,,
apresentação,DEMOGRAFIA,demog_height_units,Altura (selecionar unidades),"1, cm | 2, em",,,0,0,0,,,0
apresentação,DEMOGRAFIA,demog_height_cm,Altura (cm),,"Isso se refere à distância da sola à coroa da cabeça com o corpo em pé em uma superfície plana e totalmente estendido, medido em centímetros. Para crianças menores de 2 anos, use o comprimento do corpo (medido enquanto deitado supino).","Indique a altura do paciente em centímetros (cm). Para crianças menores de 2 anos, use comprimento.",0,0,0,0,0,
apresentação,DEMOGRAFIA,demog_height_in,Altura (in),,"Isso se refere à distância da sola à coroa da cabeça com o corpo em pé em uma superfície plana e totalmente estendida, medida em polegadas. Para crianças menores de 2 anos, use o comprimento do corpo (medido enquanto deitado supino).","Indique a altura do paciente em polegadas (in). Para crianças menores de 2 anos, use comprimento.",0,0,0,0,0,
apresentação,DEMOGRAFIA,demog_weight,Peso (unidades selecionadas),,Estimativa real ou mais próxima do peso no momento da admissão.,,0,0,0,0,,
apresentação,DEMOGRAFIA,demog_weight_units,Peso (selecionar unidades),"1,kg | 2, libras",,,0,0,0,,,0
apresentação,DEMOGRAFIA,demog_weight_kg,Peso (kg),,"Isso se refere ao peso de um sujeito, expresso em quilogramas (kg).",Indique o peso do paciente em quilogramas (kg).,0,0,0,0,0,
apresentação,DEMOGRAFIA,demog_weight_lb,Peso (lb),,"Isso se refere ao peso de um sujeito, expresso em libras (lb).",Indique o peso do paciente em libras (lb).,0,0,0,0,0,
apresentação,DEMOGRAFIA,demog_race,Corrida (selecione tudo o que se aplica),,Isso se refere a uma categoria de origem ancestral geográfica atribuída a um grupo populacional baseado principalmente em características físicas que se consideram distintas e inerentes.,Selecione tudo o que se aplica.,0,0,0,0,0,
apresentação,DEMOGRAFIA,demog_healthcare,Empregado como trabalhador de saúde,"1, Sim | 0, Não | 99, Desconhecido",Refere-se a um paciente que trabalha no setor de saúde.,Selecione a opção mais apropriada.,0,0,0,0,0,0
apresentação,DEMOGRAFIA,demog_healthcare_ptfacing,Paciente voltado,"1, Sim | 0, Não | 99, Desconhecido","Refere-se a um paciente que trabalha no setor de saúde prestando cuidados em ambientes de atendimento ao paciente (ou seja, funções que envolvem interação direta com pacientes). ",Selecione a opção mais apropriada.,0,0,0,0,0,0
apresentação,DEMOGRAFIA,demog_healthcare_expbiosample,Exposto a amostras biológicas,"1, Sim | 0, Não | 99, Desconhecido","Refere-se a um paciente que trabalha no setor de saúde prestando cuidados em ambientes que não envolvem contato direto com pacientes, mas que está exposto a amostras biológicas (por exemplo, funcionários de laboratório, manipuladores de resíduos médicos).",Selecione a opção mais apropriada.,0,0,0,0,0,0
apresentação,DEMOGRAFIA,demog_riskoccupa,Ocupação do paciente,,Isso se refere à principal atividade que uma pessoa faz para ganhar a vida.,Selecione tudo o que se aplica.,0,0,0,0,0,
apresentação,DEMOGRAFIA,demog_occupation,Localização primária de ocupação,"1, Trabalho em casa ou desempregado | 2, Interior - escritório/saúde/educação/hotelaria/negócios/residências | 3, Interior - fábrica | 8, Exterior - contato com animais (veterinário, criador de animais, trabalhador de matadouro) | 4, Ao ar livre - agricultura/silvicultura/pesca | 5, Ao ar livre - construção/indústria/mineração | 6, Forças Armadas | 7, Estudante | 99, Desconhecido | 88, Outros","Refere-se ao local onde o paciente realiza a maior parte do trabalho relacionado à sua ocupação atual. ",Selecione a opção mais apropriada que representa a localização principal da ocupação.,0,0,0,0,0,0
apresentação,DEMOGRAFIA,demog_occupation_oth,Se o outro: especifique a localização primária da ocupação,,Refere-se ao local onde o paciente realiza a maior parte do trabalho relacionado à sua ocupação atual.,"Se 'outro', especifique a localização principal da ocupação.",0,0,0,0,0,
apresentação,DEMOGRAFIA,demog_residence,Cidade da residência do paciente,"1, O mesmo que o estabelecimento de saúde | 2, Diferente do estabelecimento de saúde | 99, Desconhecido",Refere-se à cidade onde uma pessoa reside mais do que temporariamente ou vive permanentemente.,"Se a cidade de residência do paciente for diferente da cidade em que esta instalação de saúde está localizada, especifique a região de residência do paciente abaixo.",0,0,0,0,0,0
apresentação,DEMOGRAFIA,demog_residence_oth,"Se diferente da instalação de casos de saúde, especifique a região de residência do paciente.",,Refere-se à cidade onde uma pessoa reside mais do que temporariamente ou vive permanentemente.,"Se 'diferente de instalações de casos de saúde', especifique a região de residência do paciente.",0,0,0,0,0,
apresentação,HISTÓRICO DE EXPOSIÇÃO NOS ÚLTIMOS 14 DIAS,expo14_travel,O paciente viajou para fora de sua região de origem nos últimos 14 dias?,"1, Sim | 0, Não | 99, Desconhecido","Refere-se a viagens para outra cidade/município ou região, outra parte do país ou para o exterior, para outro país, nos 14 dias anteriores ao início dos sintomas relacionados à doença atual.","Indique “Sim” se o paciente viajou para outra cidade/município ou região, outra parte do país ou para o exterior para outro país nos 14 dias anteriores ao início dos sintomas relacionados à doença atual.",0,0,0,0,0,0
apresentação,HISTÓRICO DE EXPOSIÇÃO NOS ÚLTIMOS 14 DIAS,expo14_travel_loc,Especifique todas as cidades ou vilas e regiões de viagem,,Refere-se a todas as cidades ou vilas e regiões para as quais o paciente viajou nos 14 dias anteriores ao início dos sintomas relacionados com a doença atual.,"Se o paciente viajou para fora do seu local de residência habitual nos 14 dias anteriores ao início dos sintomas, insira o(s) local(is) visitado(s).",0,0,0,0,0,
apresentação,HISTÓRICO DE EXPOSIÇÃO NOS ÚLTIMOS 14 DIAS,expo14_yn,História de contato com o caso humano suspeito ou confirmado do mesmo patógeno?,"1, Sim | 0, Não | 99, Desconhecido","Isso se refere ao paciente ter um histórico de contato com qualquer pessoa que apresente sintomas semelhantes ou com caso confirmado conhecido, ou com material contaminado de um caso suspeito ou confirmado (por exemplo, fluidos corporais, objetos, cama etc.).","Indique 'sim', se o paciente tiver um histórico de contato com qualquer pessoa que apresente sintomas semelhantes ou com caso confirmado conhecido, ou com material contaminado de um caso suspeito ou confirmado (por exemplo, fluidos corporais, objetos, roupas de cama etc.).",0,0,0,0,0,0
apresentação,HISTÓRICO DE EXPOSIÇÃO NOS ÚLTIMOS 14 DIAS,expo14_typecomm,Contato da comunidade,"1, Sim | 0, Não | 99, Desconhecido",Refere-se ao modo de exposição a um caso suspeito ou confirmado. O contato comunitário refere-se a um evento de exposição fora do ambiente de saúde.,Indique 'sim' se o paciente experimentou esse modo de exposição a um caso humano suspeito ou confirmado.,0,0,0,0,0,0
apresentação,HISTÓRICO DE EXPOSIÇÃO NOS ÚLTIMOS 14 DIAS,expo14_typevert,Transmissão vertical,"1, Sim | 0, Não | 99, Desconhecido",Refere-se ao modo de exposição a um caso suspeito ou confirmado. A transmissão vertical refere-se à transmissão de mãe para filho.,Indique 'sim' se o paciente experimentou esse modo de exposição a um caso humano suspeito ou confirmado.,0,0,0,0,0,0
apresentação,HISTÓRICO DE EXPOSIÇÃO NOS ÚLTIMOS 14 DIAS,expo14_typehcw,Exposição dos trabalhadores da saúde,"1, Sim | 0, Não | 99, Desconhecido",Isso se refere ao modo de exposição a um caso suspeito ou confirmado. A exposição aos trabalhadores da saúde refere -se a um evento de exposição em um ambiente de saúde.,Indique 'sim' se o paciente experimentou esse modo de exposição a um caso humano suspeito ou confirmado.,0,0,0,0,0,0
apresentação,HISTÓRICO DE EXPOSIÇÃO NOS ÚLTIMOS 14 DIAS,expo14_typesext,Transmissão sexual,"1, Sim | 0, Não | 99, Desconhecido",Isso se refere ao modo de exposição a um caso suspeito ou confirmado. A transmissão sexual refere -se à infecção propagada pelo contato sexual.,Indique 'sim' se o paciente experimentou esse modo de exposição a um caso humano suspeito ou confirmado.,0,0,0,0,0,0
apresentação,HISTÓRICO DE EXPOSIÇÃO NOS ÚLTIMOS 14 DIAS,expo14_typefaml,Contatos familiares / domésticos,"1, Sim | 0, Não | 99, Desconhecido","Isso se refere ao modo de exposição a um caso suspeito ou confirmado. O contato familiar / doméstico refere -se à transmissão de infecção de indivíduos que esperam compartilhar acomodações de vida na maioria dos dias (e, portanto, para quem contínuo contato próximo é inevitável)",Indique 'sim' se o paciente experimentou esse modo de exposição a um caso humano suspeito ou confirmado.,0,0,0,0,0,0
apresentação,HISTÓRICO DE EXPOSIÇÃO NOS ÚLTIMOS 14 DIAS,expo14_typeschool,Exposição em creches/escolas,"1, Sim | 0, Não | 99, Desconhecido",Refere-se ao modo de exposição a um caso suspeito ou confirmado ocorrido em creches ou exposições relacionadas à escola.,Indique “Sim” se o paciente tiver sido exposto a um caso humano suspeito ou confirmado.,0,0,0,0,0,0
apresentação,HISTÓRICO DE EXPOSIÇÃO NOS ÚLTIMOS 14 DIAS,expo14_typeoth,Outro tipo de exposição humana,"1, Sim | 0, Não | 99, Desconhecido",Isso se refere a outros modos de exposição a um caso suspeito ou confirmado não especificado acima.,Indique 'sim' se o paciente experimentou esse modo de exposição a um caso humano suspeito ou confirmado.,0,0,0,0,0,0
apresentação,HISTÓRICO DE EXPOSIÇÃO NOS ÚLTIMOS 14 DIAS,expo14_typeoth_spec,Especifique outro tipo de exposição humana,,Refere-se a outros modos de exposição a um caso suspeito ou confirmado não especificados acima.,"Se “Outro”, especifique o modo de exposição a um caso suspeito ou confirmado.",0,0,0,0,0,
apresentação,HISTÓRICO DE EXPOSIÇÃO NOS ÚLTIMOS 14 DIAS,expo14_date,Data de contato com caso suspeito ou confirmado,,"Isso se refere à data de contato com qualquer pessoa que apresente sintomas semelhantes ou com casos confirmados conhecidos, ou com material contaminado de um caso suspeito ou confirmado (por exemplo, fluidos corporais, objetos, cama etc.).",Escreva a data de contato com o caso humano suspeito ou confirmado no formato dd/mm/aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,0,0,0,0,0,
apresentação,HISTÓRICO DE EXPOSIÇÃO NOS ÚLTIMOS 14 DIAS,expo14_setting,Configuração de contato,"1, Domicílio | 2, Profissional | 4, Centro de saúde | 99, Desconhecido | 88, Outro",Isso se refere ao ambiente em que a pessoa pode ter entrado em contato com um caso suspeito ou confirmado.,Selecione a opção mais apropriada que representa a configuração de contato com um caso humano confirmado ou suspeito.,0,0,0,0,0,0
apresentação,HISTÓRICO DE EXPOSIÇÃO NOS ÚLTIMOS 14 DIAS,expo14_setting_oth,Se o outro: especifique a configuração de contato,,Isso se refere ao ambiente em que a pessoa pode ter entrado em contato com um caso suspeito ou confirmado.,"Se 'outro', especifique a configuração de contato com um caso confirmado ou suspeito.",0,0,0,0,0,
apresentação,HISTÓRICO DE EXPOSIÇÃO NOS ÚLTIMOS 14 DIAS,expo14_ancon,"Qualquer contato com animais, criadouros, carnes ou outros produtos de origem animal nos últimos 14 dias?","1, Sim | 0, Não | 99, Desconhecido","Refere-se ao contato com animais, locais onde vivem animais, carnes ou outros produtos de origem animal ocorrido nos últimos 14 dias.","Indique “Sim” se o paciente teve contato com animais, locais onde vivem animais, carnes ou outros produtos de origem animal nos últimos 14 dias.",0,0,0,0,0,0
apresentação,HISTÓRICO DE EXPOSIÇÃO NOS ÚLTIMOS 14 DIAS,expo14_ancon_date,Data do contato com fonte animal suspeita ou confirmada,,"Refere-se à data do contato com animais, locais onde vivem animais, carnes ou outros produtos de origem animal ocorrido nos últimos 14 dias.","Escreva a data do contato com animais, locais onde vivem animais, carnes ou outros produtos de origem animal nos últimos 14 dias, no formato DD/MM/AAAA.",0,0,0,0,0,
apresentação,HISTÓRICO DE EXPOSIÇÃO NOS ÚLTIMOS 14 DIAS,expo14_ancon_lstock,Contato com gado,"1, Sim | 0, Não | 99, Desconhecido","Refere-se ao contato com aves vivas (por exemplo, galinhas, perus, patos) ocorrido nos últimos 14 dias.",Indique “Sim” se o paciente apresentou isso nos últimos 14 dias.,0,0,0,0,0,0
